"GeneID","Symbol","Synonyms","chromosome","Ensembl","HGNC","MIM"
"153733","CCDC112","MBC1","5","ENSG00000164221","HGNC:28599",""
"153743","PPP1R2B","PPP1R2P3","5","ENSG00000231989","HGNC:16318",""
"153745","GARIN3","FAM71B|GARI-L3","5","ENSG00000170613","HGNC:28397","619883"
"153768","PRELID2","-","5","ENSG00000186314","HGNC:28306","620750"
"153769","SH3RF2","HEPP1|POSHER|PPP1R39|RNF158","5","ENSG00000156463","HGNC:26299","613377"
"153770","PLAC8L1","-","5","ENSG00000173261","HGNC:31746",""
"153830","RNF145","-","5","ENSG00000145860","HGNC:20853","620640"
"153918","ZC2HC1B","C6orf94|FAM164B|dJ468K18.5","6","ENSG00000118491","HGNC:21174",""
"154007","SNRNP48","C6orf151|dJ336K20B.1|dJ512B11.2","6","ENSG00000168566","HGNC:21368",""
"154043","CNKSR3","CNK3|CNK3/IPCEF1|MAGI1","6","ENSG00000153721","HGNC:23034","617476"
"154064","RAET1L","RAET1H|ULBP6","6","ENSG00000155918","HGNC:16798","611047"
"154075","SAMD3","-","6","ENSG00000164483","HGNC:21574","620516"
"154091","SLC2A12","GLUT12|GLUT8","6","ENSG00000146411","HGNC:18067","610372"
"154141","MBOAT1","LPEAT1|LPLAT|LPLAT 1|LPLAT14|LPSAT|OACT1|dJ434O11.1","6","ENSG00000172197","HGNC:21579","611732"
"154150","HDGFL1","HRP-1|Hdgfrp1|PWWP1|dJ309H15.1","6","ENSG00000112273","HGNC:21095",""
"154197","PNLDC1","HsPNLDC1|SPGF57|Trimmer","6","ENSG00000146453","HGNC:21185","619529"
"154214","RNF217","C6orf172|IBRDC1|OSTL|dJ84N20.1","6","ENSG00000146373","HGNC:21487","618592"
"154215","NKAIN2","FAM77B|NKAIP2|TCBA|TCBA1","6","ENSG00000188580","HGNC:16443","609758"
"154288","KHDC3L","C6orf221|ECAT1|HYDM2","6","ENSG00000203908","HGNC:33699","611687"
"154313","CFAP206","C6orf165|dJ382I10.1","6","ENSG00000272514","HGNC:21405",""
"154467","CCDC167","C6orf129|HSPC265","6","ENSG00000198937","HGNC:21239",""
"154661","RUNDC3B","RPIB9|RPIP9","7","ENSG00000105784","HGNC:30286","617295"
"154664","ABCA13","-","7","ENSG00000179869","HGNC:14638","607807"
"154743","SAMTOR","BMT2|C7orf60","7","ENSG00000164603","HGNC:26475","617855"
"154790","CLEC2L","-","7","ENSG00000236279","HGNC:21969",""
"154791","FMC1","C7orf55|HSPC268","7","ENSG00000164898","HGNC:26946","620766"
"154796","AMOT","-","X","ENSG00000126016","HGNC:17810","300410"
"154807","VKORC1L1","-","7","ENSG00000196715","HGNC:21492","608838"
"154810","AMOTL1","JEAP","11","ENSG00000166025","HGNC:17811","614657"
"154865","IQUB","TRS4","7","ENSG00000164675","HGNC:21995","620557"
"154881","KCTD7","CLN14|EPM3","7","ENSG00000243335","HGNC:21957","611725"
"155006","TMEM213","-","7","ENSG00000214128","HGNC:27220",""
"155038","GIMAP8","IAN-9|IAN6|IAN9|IANT","7","ENSG00000171115","HGNC:21792","616962"
"155051","CRYGN","-","7","ENSG00000127377","HGNC:20458","609603"
"155054","ZNF425","-","7","ENSG00000204947","HGNC:20690","619507"
"155061","ZNF746","PARIS","7","ENSG00000181220","HGNC:21948","613914"
"155066","ATP6V0E2","ATP6V0E2L|C7orf32","7","ENSG00000171130","HGNC:21723","611019"
"155184","SLC2A7","GLUT-7|GLUT7|hGLUT7","1","ENSG00000197241","HGNC:13445","610371"
"155185","AMZ1","-","7","ENSG00000174945","HGNC:22231","615168"
"155368","METTL27","WBSCR27","7","ENSG00000165171","HGNC:19068","612546"
"155382","VPS37D","WBSCR24","7","ENSG00000176428","HGNC:18287","610039"
"155435","RBM33","PRR8","7","ENSG00000184863","HGNC:27223","620833"
"155465","AGR3","AG-3|AG3|BCMP11|HAG3|PDIA18|hAG-3","7","ENSG00000173467","HGNC:24167","609482"
"157285","PRAG1","NACK|PEAK2|PRAGMIN|SGK223","8","ENSG00000275342","HGNC:25438","617344"
"157310","PEBP4","CORK-1|CORK1|GWTM1933|HEL-S-300|PEBP-4|PRO4408|hPEBP4","8","ENSG00000134020","HGNC:28319","612473"
"157313","CDCA2","PPP1R81|Repo-Man","8","ENSG00000184661","HGNC:14623","618785"
"157378","TMEM65","-","8","ENSG00000164983","HGNC:25203","616609"
"157506","RDH10","SDR16C4","8","ENSG00000121039","HGNC:19975","607599"
"157542","TMEM276-ZFTRAF1","LOC84773-CYHR1","8","ENSG00000291316","HGNC:56752",""
"157567","ANKRD46","ANK-S|GENX-115279","8","ENSG00000186106","HGNC:27229",""
"157570","ESCO2","2410004I17Rik|EFO2|EFO2p|JHS|RBS|hEFO2","8","ENSG00000171320","HGNC:27230","609353"
"157574","FBXO16","FBX16","8","ENSG00000214050","HGNC:13618","608519"
"157638","LRATD2","BCMP101|FAM84B|NSE2","8","ENSG00000168672","HGNC:24166","609483"
"157657","CFAP418","BBS21|C8orf37|CORD16|FAP418|MOT25|RP64|smalltalk","8","ENSG00000156172","HGNC:27232","614477"
"157680","VPS13B","BLTP5B|CHS1|COH1","8","ENSG00000132549","HGNC:2183","607817"
"157695","TDRP","C8orf42|Inm01|TDRP1|TDRP2","8","ENSG00000180190","HGNC:26951","619049"
"157697","ERICH1","HSPC319","8","ENSG00000104714","HGNC:27234",""
"157724","SLC7A13","AGT-1|AGT1|XAT2","8","ENSG00000164893","HGNC:23092","617256"
"157753","TMEM74","NET36","8","ENSG00000164841","HGNC:26409","613935"
"157769","FAM91A1","-","8","ENSG00000176853","HGNC:26306",""
"157773","C8orf48","-","8","ENSG00000164743","HGNC:26345",""
"157777","MCMDC2","C8orf45","8","ENSG00000178460","HGNC:26368","617545"
"157807","CLVS1","C6orf212L|CRALBPL|RLBP1L1","8","ENSG00000177182","HGNC:23139","611292"
"157848","NKX6-3","NKX6.3","8","ENSG00000165066","HGNC:26328","610772"
"157855","KCNU1","KCNMC1|KCa5|KCa5.1|Kcnma3|SPGF79|Slo3","8","ENSG00000215262","HGNC:18867","615215"
"157869","SBSPON","C8orf84|RPESP","8","ENSG00000164764","HGNC:30362","621005"
"157922","CAMSAP1","CDCBM12","9","ENSG00000130559","HGNC:19946","613774"
"158038","LINGO2","LERN3|LRRN6C","9","ENSG00000174482","HGNC:21207","609793"
"158046","NXNL2","C9orf121|RDCVF2|RdCVF2L","9","ENSG00000130045","HGNC:30482","615299"
"158056","MAMDC4","AEGP|EDTB","9","ENSG00000177943","HGNC:24083","617208"
"158062","LCN6","LCN5|UNQ643|hLcn5","9","ENSG00000267206","HGNC:17337","609379"
"158067","AK8","AK 8|C9orf98|DDX31","9","ENSG00000165695","HGNC:26526","615365"
"158131","OR1Q1","HSTPCR106|OR1Q2|OR1Q3|OR9-25|OR9-A|OST226|OST226OR9-A|TPCR106","9","ENSG00000165202","HGNC:8223",""
"158135","TTLL11","C9orf148|C9orf20|TTLL11-IT1|bA244O19.1","9","ENSG00000175764","HGNC:18113","620694"
"158158","RASEF","RAB45|TSG","9","ENSG00000165105","HGNC:26464","611344"
"158219","TTC39B","C9orf52","9","ENSG00000155158","HGNC:23704","613574"
"158234","TRMT10B","RG9MTD3|bA3J10.9","9","ENSG00000165275","HGNC:26454","620957"
"158248","TTC16","-","9","ENSG00000167094","HGNC:26536",""
"158293","FAM120AOS","C9orf10OS","9","ENSG00000188938","HGNC:23389",""
"158297","SAXO1","C9orf138|FAM154A","9","ENSG00000155875","HGNC:28566","616292"
"158326","FREM1","BNAR|C9orf143|C9orf145|C9orf154|MOTA|TILRR|TRIGNO2","9","ENSG00000164946","HGNC:23399","608944"
"158358","BRD10","KIAA2026","9","ENSG00000183354","HGNC:23378",""
"158376","SPAAR","LINC00961|SPAR","9","ENSG00000235387","HGNC:27244","617627"
"158399","ZNF483","ZKSCAN16|ZSCAN48","9","ENSG00000173258","HGNC:23384",""
"158401","SHOC1","C9orf84|MZIP2|SPGF75|ZIP2|ZIP2H","9","ENSG00000165181","HGNC:26535","618038"
"158405","KIAA1958","-","9","ENSG00000165185","HGNC:23427","617390"
"158427","TSTD2","C9orf97","9","ENSG00000136925","HGNC:30087",""
"158431","ZNF782","-","9","ENSG00000196597","HGNC:33110",""
"158471","PRUNE2","BMCC1|BNIPXL|C9orf65|KIAA0367","9","ENSG00000106772","HGNC:25209","610691"
"158506","CBLL2","CT138|HAKAIL|ZNF645","X","ENSG00000175809","HGNC:26371",""
"158511","CSAG1","CSAGE|CT24.1","X","ENSG00000198930","HGNC:24294","300944"
"158521","FMR1NB","CT37|NY-SAR-35|NYSAR35","X","ENSG00000176988","HGNC:26372",""
"158584","FAAH2","AMDD","X","ENSG00000165591","HGNC:26440","300654"
"158586","ZXDB","ZNF905|dJ83L6.1","X","ENSG00000198455","HGNC:13199","300236"
"158724","FAM47A","-","X","ENSG00000185448","HGNC:29962",""
"158747","MOSPD2","-","X","ENSG00000130150","HGNC:28381","301086"
"158763","ARHGAP36","-","X","ENSG00000147256","HGNC:26388","300937"
"158787","RIBC1","2610028I09Rik","X","ENSG00000158423","HGNC:26537",""
"158798","AKAP14","AKAP28|PRKA14","X","ENSG00000186471","HGNC:24061","300462"
"158800","RHOXF1","OTEX|PEPP1","X","ENSG00000101883","HGNC:29993","300446"
"158809","MAGEB6","CT3.4|MAGE-B6|MAGEB6A","X","ENSG00000176746","HGNC:23796","300467"
"158830","CXorf65","-","X","ENSG00000204165","HGNC:33713",""
"158833","AWAT1","DGA2|DGAT2L3","X","ENSG00000204195","HGNC:23252","300924"
"158835","AWAT2","ARAT|DC4|DGAT2L4|MFAT|WS","X","ENSG00000147160","HGNC:23251","300925"
"158866","ZDHHC15","DHHC15|MRX91","X","ENSG00000102383","HGNC:20342","300576"
"158880","USP51","-","X","ENSG00000247746","HGNC:23086",""
"158931","TCEAL6","Tceal3|WEX2","X","","HGNC:24553",""
"158983","H2BW1","H2BFWT|TH2B-175","X","ENSG00000123569","HGNC:27252","300507"
"159013","CXorf38","-","X","ENSG00000185753","HGNC:28589","301117"
"159090","PABIR2","FAM122B|SPACIA2","X","ENSG00000156504","HGNC:30490",""
"159091","PABIR3","FAM122C","X","ENSG00000156500","HGNC:25202",""
"159119","HSFY2","HSF2L|HSFY","Y","ENSG00000169953","HGNC:23950",""
"159163","RBMY1F","YRRM2","Y","ENSG00000169800","HGNC:23974",""
"159195","USP54","C10orf29|bA137L10.3|bA137L10.4","10","ENSG00000166348","HGNC:23513",""
"159296","NKX2-3","CSX3|NK2.3|NKX2.3|NKX2C|NKX4-3","10","ENSG00000119919","HGNC:7836","606727"
"159371","SLC35G1","C10orf60|POST|TMEM20","10","ENSG00000176273","HGNC:26607","617167"
"159686","CFAP58","C10orf80|CCDC147|SPGF49|bA127L20.4|bA127L20.5|bA554P13.1","10","ENSG00000120051","HGNC:26676","619129"
"159963","SLC5A12","SMCT2","11","ENSG00000148942","HGNC:28750","612455"
"159989","DEUP1","CCDC67","11","ENSG00000165325","HGNC:26344","617148"
"160065","PATE1","PATE","11","ENSG00000171053","HGNC:24664","606861"
"160140","C11orf65","MFI","11","ENSG00000166323","HGNC:28519",""
"160287","LDHAL6A","LDH6A","11","ENSG00000166800","HGNC:28335","618928"
"160298","C11orf42","-","11","ENSG00000180878","HGNC:28541",""
"160335","TMTC2","IBDBP1","12","ENSG00000179104","HGNC:25440","615856"
"160364","CLEC12A","CD371|CLL-1|CLL1|DCAL-2|MICL|hKLRL1","12","ENSG00000172322","HGNC:31713","612088"
"160418","TMTC3","LIS8|SMILE","12","ENSG00000139324","HGNC:26899","617218"
"160419","C12orf50","-","12","ENSG00000165805","HGNC:26665",""
"160428","ALDH1L2","mtFDH","12","ENSG00000136010","HGNC:26777","613584"
"160492","LMNTD1","IFLTD1|LMNARS1|PAS1C1","12","ENSG00000152936","HGNC:26683","617254"
"160518","DENND5B","-","12","ENSG00000170456","HGNC:28338","617279"
"160622","TAMALIN","GRASP","12","ENSG00000161835","HGNC:18707","612027"
"160728","SLC5A8","AIT|SMCT|SMCT1","12","ENSG00000256870","HGNC:19119","608044"
"160760","PPTC7","TA-PP2C|TAPP2C","12","ENSG00000196850","HGNC:30695","609668"
"160762","CCDC63","ODA5","12","ENSG00000173093","HGNC:26669","617969"
"160777","CCDC60","-","12","ENSG00000183273","HGNC:28610",""
"160851","DGKH","DGKeta","13","ENSG00000102780","HGNC:2854","604071"
"160857","CCDC122","-","13","ENSG00000151773","HGNC:26478","613408"
"160897","GPR180","ITR","13","ENSG00000152749","HGNC:28899","607787"
"161003","STOML3","Epb7.2l|SRO","13","ENSG00000133115","HGNC:19420","608327"
"161142","GARIN2","C14orf54|FAM71D|GARI-L1|GARI-L2","14","ENSG00000172717","HGNC:20101","619898"
"161145","TMEM229B","C14orf83","14","ENSG00000198133","HGNC:20130","619022"
"161176","SYNE3","C14orf139|C14orf49|KASH3|LINC00341|NCRNA00341|NET53|Nesp3","14","ENSG00000176438","HGNC:19861","610861"
"161198","CLEC14A","C14orf27|CEG1|EGFR-5","14","ENSG00000176435","HGNC:19832","616845"
"161247","FITM1","FIT1","14","ENSG00000139914","HGNC:33714","612028"
"161253","REM2","-","14","ENSG00000139890","HGNC:20248","616955"
"161291","TMEM30B","CDC50B","14","ENSG00000182107","HGNC:27254","611029"
"161357","MDGA2","MAMDC1|c14_5286","14","ENSG00000139915","HGNC:19835","611128"
"161394","SAMD15","C14orf174|FAM15A","14","ENSG00000100583","HGNC:18631",""
"161424","NOP9","C14orf21|HP08474","14","ENSG00000196943","HGNC:19826","618308"
"161436","EML5","EMAP-2|EMAP-5|FAP16","14","ENSG00000165521","HGNC:18197","618119"
"161497","STRC","DFNB16","15","ENSG00000242866","HGNC:16035","606440"
"161502","CFAP161","C15orf26","15","ENSG00000156206","HGNC:26782",""
"161514","TBC1D21","MgcRabGAP","15","ENSG00000167139","HGNC:28536","620387"
"161582","DNAAF4","CILD25|DYX1|DYX1C1|DYXC1|EKN1|RD|pf23","15","ENSG00000256061","HGNC:21493","608706"
"161725","OTUD7A","C15orf16|C16ORF15|CEZANNE2|NEDHS|OTUD7","15","ENSG00000169918","HGNC:20718","612024"
"161742","SPRED1","LGSS|NFLS|PPP1R147|hSpred1|spred-1","15","ENSG00000166068","HGNC:20249","609291"
"161753","CIMAP1C","ODF3L1","15","ENSG00000182950","HGNC:28735",""
"161779","PGBD4","-","15","ENSG00000182405","HGNC:19401",""
"161823","MAPDA","ADAL|HsMAPDA","15","ENSG00000168803","HGNC:31853","619346"
"161829","EXD1","EXDL1","15","ENSG00000178997","HGNC:28507",""
"161835","FSIP1","HSD10","15","ENSG00000150667","HGNC:21674","615795"
"161882","ZFPM1","FOG|FOG1|ZC2HC11A|ZNF408|ZNF89A","16","ENSG00000179588","HGNC:19762","601950"
"161931","ADAD2","TENRL","16","ENSG00000140955","HGNC:30714","619532"
"162073","ITPRIPL2","D1C","16","ENSG00000205730","HGNC:27257",""
"162083","C16orf82","TNT","16","ENSG00000234186","HGNC:30755",""
"162239","ZFP1","ZNF475","16","ENSG00000184517","HGNC:23328","617230"
"162282","ANKFN1","WAKE","17","ENSG00000153930","HGNC:26766","620853"
"162333","MARCHF10","MARCH-X|MARCH10|RNF190","17","ENSG00000173838","HGNC:26655","613337"
"162387","MFSD6L","SLC73A2","17","ENSG00000185156","HGNC:26656",""
"162394","SLFN5","-","17","ENSG00000166750","HGNC:28286","614952"
"162417","NAGS","AGAS|ARGA","17","ENSG00000161653","HGNC:17996","608300"
"162427","RETREG3","FAM134C","17","ENSG00000141699","HGNC:27258","616498"
"162461","TMEM92","-","17","ENSG00000167105","HGNC:26579","619604"
"162466","PHOSPHO1","-","17","ENSG00000173868","HGNC:16815",""
"162494","RHBDL3","RHBDL4|VRHO","17","ENSG00000141314","HGNC:16502","619017"
"162514","TRPV3","FNEPPK2|OLMS|OLMS1|VRL3","17","ENSG00000167723","HGNC:18084","607066"
"162515","SLC16A11","MCT 11|MCT11","17","ENSG00000174326","HGNC:23093","615765"
"162517","FBXO39","CT144|FBOX39|Fbx39","17","ENSG00000177294","HGNC:28565","609106"
"162540","SPPL2C","IMP5","17","ENSG00000185294","HGNC:28902","608284"
"162605","KRT28","K25IRS4|KRT25D","17","ENSG00000173908","HGNC:30842","616677"
"162655","ZNF519","HsT2362","18","ENSG00000175322","HGNC:30574",""
"162681","C18orf54","LAS2","18","ENSG00000166845","HGNC:13796","613258"
"162962","ZNF836","-","19","ENSG00000196267","HGNC:34333",""
"162963","ZNF610","-","19","ENSG00000167554","HGNC:26687",""
"162966","ZNF600","KR-ZNF1","19","ENSG00000189190","HGNC:30951",""
"162967","ZNF320","ZFPL","19","ENSG00000182986","HGNC:13842","606427"
"162968","ZNF497","-","19","ENSG00000174586","HGNC:23714",""
"162972","ZNF550","-","19","ENSG00000251369","HGNC:28643",""
"162979","ZNF296","ZFP296|ZNF342","19","ENSG00000170684","HGNC:15981","613226"
"162989","DEDD2","FLAME-3|FLAME3","19","ENSG00000160570","HGNC:24450","617078"
"162993","ZNF846","-","19","ENSG00000196605","HGNC:27260",""
"162998","OR7D2","HTPCRH03|OR19-10|OR19-4","19","ENSG00000188000","HGNC:8378",""
"163033","ZNF579","-","19","ENSG00000218891","HGNC:26646",""
"163049","ZNF791","-","19","ENSG00000173875","HGNC:26895",""
"163050","ZNF564","-","19","ENSG00000249709","HGNC:31106",""
"163051","ZNF709","-","19","ENSG00000242852","HGNC:20629",""
"163059","ZNF433","-","19","ENSG00000197647","HGNC:20811",""
"163071","ZNF114","-","19","ENSG00000178150","HGNC:12894","603996"
"163081","ZNF567","-","19","ENSG00000189042","HGNC:28696",""
"163087","ZNF383","HSD17|Zfp383","19","ENSG00000188283","HGNC:18609","619499"
"163126","EID2","CRI2|EID-2","19","ENSG00000176396","HGNC:28292","609773"
"163131","ZNF780B","ZNF779","19","ENSG00000128000","HGNC:33109",""
"163154","PRR22","-","19","ENSG00000212123","HGNC:28354",""
"163175","LGI4","AMC1|AMCNMY|LGIL3","19","ENSG00000153902","HGNC:18712","608303"
"163183","SYNE4","C19orf46|DFNB76|KASH4|Nesp4","19","ENSG00000181392","HGNC:26703","615535"
"163223","ZNF676","-","19","ENSG00000196109","HGNC:20429",""
"163227","ZNF100","-","19","ENSG00000197020","HGNC:12880","603982"
"163255","ZNF540","Nbla10512","19","ENSG00000171817","HGNC:25331","613903"
"163259","DENND2C","dJ1156J9.1","1","ENSG00000175984","HGNC:24748",""
"163351","GBP6","-","1","ENSG00000183347","HGNC:25395","612467"
"163404","PLPPR5","LPPR5|PAP2|PAP2D|PRG5","1","ENSG00000117598","HGNC:31703","617287"
"163479","FNDC7","-","1","ENSG00000143107","HGNC:26668",""
"163486","DENND1B","C1ORF18|C1orf218|FAM31B","1","ENSG00000213047","HGNC:28404","613292"
"163589","TDRD5","TUDOR3","1","ENSG00000162782","HGNC:20614","617748"
"163590","TOR1AIP2","IFRG15|LULL1|NET9","1","ENSG00000169905","HGNC:24055","614513"
"163688","CALML6","CAGLP","1","ENSG00000169885","HGNC:24193","610171"
"163702","IFNLR1","CRF2/12|IFNLR|IL-28R1|IL28RA|LICR2","1","ENSG00000185436","HGNC:18584","607404"
"163732","CITED4","-","1","ENSG00000179862","HGNC:18696","606815"
"163747","CIMAP2","C1orf177|LEM|LEXM","1","ENSG00000162398","HGNC:26854","616446"
"163778","SPRR4","-","1","ENSG00000184148","HGNC:23173","616363"
"163782","KANK4","ANKRD38|dJ1078M7.1","1","ENSG00000132854","HGNC:27263","614612"
"163786","SASS6","MCPH14|SAS-6|SAS6","1","ENSG00000156876","HGNC:25403","609321"
"163859","SDE2","C1orf55|dJ671D7.1","1","ENSG00000143751","HGNC:26643","620743"
"163882","CNST","C1orf71|PPP1R64","1","ENSG00000162852","HGNC:26486","613439"
"163933","FAM43B","-","1","ENSG00000183114","HGNC:31791",""
"164045","HFM1","MER3|POF9|SEC63D1|Si-11|Si-11-6|helicase","1","ENSG00000162669","HGNC:20193","615684"
"164091","PAQR7","MPRA|PGLP|mSR","1","ENSG00000182749","HGNC:23146","607779"
"164118","TTC24","-","1","ENSG00000187862","HGNC:32348",""
"164127","CCDC185","C1orf65","1","ENSG00000178395","HGNC:26654",""
"164153","UBL4B","-","1","ENSG00000186150","HGNC:32309","611127"
"164237","WFDC13","C20orf138|WAP13|dJ601O1.3","20","ENSG00000168634","HGNC:16131",""
"164284","APCDD1L","-","20","ENSG00000198768","HGNC:26892",""
"164312","LRRN4","C20orf75|NLRR-4|NLRR4|dJ1056H1.1","20","ENSG00000125872","HGNC:16208","619706"
"164395","TTLL9","C20orf125","20","ENSG00000131044","HGNC:16118","619838"
"164592","CCDC116","-","22","ENSG00000161180","HGNC:26688",""
"164633","CABP7","CALN2","22","ENSG00000100314","HGNC:20834","618759"
"164656","TMPRSS6","IRIDA|MT2","22","ENSG00000187045","HGNC:16517","609862"
"164668","APOBEC3H","A3H|ARP-10|ARP10","22","ENSG00000100298","HGNC:24100","610976"
"164684","WBP2NL","GRAMD7|PAWP","22","ENSG00000183066","HGNC:28389","610981"
"164714","TTLL8","-","22","ENSG00000138892","HGNC:34000","619193"
"164781","DAW1","CILD52|DNAAF18|ODA16|WDR69","2","ENSG00000123977","HGNC:26383","620279"
"164832","LONRF2","RNF192","2","ENSG00000170500","HGNC:24788",""
"165055","CCDC138","-","2","ENSG00000163006","HGNC:26531",""
"165082","ADGRF3","GPR113|PGR23","2","ENSG00000173567","HGNC:18989","620873"
"165100","TEX44","C2orf57","2","ENSG00000177673","HGNC:28563",""
"165140","OXER1","GPCR|GPR170|TG1019","2","ENSG00000162881","HGNC:24884","620064"
"165186","TOGARAM2","FAM179A","2","ENSG00000189350","HGNC:33715","620949"
"165215","FAM171B","KIAA1946","2","ENSG00000144369","HGNC:29412","620309"
"165257","C1QL2","C1QTNF10|CTRP10","2","ENSG00000144119","HGNC:24181","614330"
"165324","UBXN2A","UBXD4","2","ENSG00000173960","HGNC:27265",""
"165530","CLEC4F","CLECSF13|KCLR|KCR","2","ENSG00000152672","HGNC:25357","620105"
"165545","DQX1","-","2","ENSG00000144045","HGNC:20410","620580"
"165631","PARP15","ARTD7|BAL3|pART7","3","ENSG00000173200","HGNC:26876","612066"
"165679","SPTSSB","ADMP|C3orf57|SSSPTB","3","ENSG00000196542","HGNC:24045","610412"
"165721","DNAJB8","CT156|DJ6","3","ENSG00000179407","HGNC:23699","611337"
"165829","GPR156","DFNB121|GABABL|PGR28","3","ENSG00000175697","HGNC:20844","610464"
"165904","XIRP1","CMYA1|Xin","3","ENSG00000168334","HGNC:14301","609777"
"165918","RNF168","RIDL|hRNF168","3","ENSG00000163961","HGNC:26661","612688"
"166012","CHST13","C4ST3","3","ENSG00000180767","HGNC:21755","610124"
"166336","PRICKLE2","EPM5","3","ENSG00000163637","HGNC:20340","608501"
"166348","KBTBD12","KLHDC6","3","ENSG00000187715","HGNC:25731",""
"166378","AFG2A","AFG2|EHLMRS|NEDHSB|SPAF|SPATA5","4","ENSG00000145375","HGNC:18119","613940"
"166379","BBS12","C4orf24","4","ENSG00000181004","HGNC:26648","610683"
"166614","DCLK2","CL2|CLICK-II|CLICK2|CLIK2|DCAMKL2|DCDC3|DCDC3B|DCK2","4","ENSG00000170390","HGNC:19002","613166"
"166647","ADGRA3","GPR125|PGR21|TEM5L","4","ENSG00000152990","HGNC:13839","612303"
"166655","TRIM60","RNF129|RNF33","4","ENSG00000176979","HGNC:21162","619416"
"166752","FREM3","-","4","ENSG00000183090","HGNC:25172","608946"
"166785","MMAA","cblA","4","ENSG00000151611","HGNC:18871","607481"
"166793","ZBTB49","ZNF509","4","ENSG00000168826","HGNC:19883","616238"
"166815","TIGD2","HEL106","4","ENSG00000180346","HGNC:18333","612973"
"166824","RASSF6","-","4","ENSG00000169435","HGNC:20796","612620"
"166863","RBM46","CT68","4","ENSG00000151962","HGNC:28401","620147"
"166929","SGMS2","CDL|SMS2","4","ENSG00000164023","HGNC:28395","611574"
"166968","MIER3","-","5","ENSG00000155545","HGNC:26678","620100"
"166979","CDC20B","G6VTS76519","5","ENSG00000164287","HGNC:24222","620335"
"167127","UGT3A2","-","5","ENSG00000168671","HGNC:27266","616384"
"167153","TENT2","APD4|GLD2|PAPD4|TUT2","5","ENSG00000164329","HGNC:26776","614121"
"167227","DCP2","NUDT20","5","ENSG00000172795","HGNC:24452","609844"
"167359","NIM1K","NIM1","5","ENSG00000177453","HGNC:28646",""
"167410","LIX1","C5orf11|Lft","5","ENSG00000145721","HGNC:18581","610466"
"167465","ZNF366","DC-SCRIPT|DCSCRIPT","5","ENSG00000178175","HGNC:18316","610159"
"167555","FAM151B","UNQ9217","5","ENSG00000152380","HGNC:33716",""
"167681","PRSS35","C6orf158|dJ223E3.1","6","ENSG00000146250","HGNC:21387",""
"167691","LCA5","C6orf152","6","ENSG00000135338","HGNC:31923","611408"
"167826","OLIG3","Bhlhb7|bHLHe20","6","ENSG00000177468","HGNC:18003","609323"
"167838","TXLNB","C6orf198|LST001|MDP77|dJ522B19.2","6","ENSG00000164440","HGNC:21617","611438"
"168002","DACT2","C6orf116|DAPPER2|DPR2|bA503C24.7","6","ENSG00000164488","HGNC:21231","608966"
"168090","C6orf118","bA85G2.1|dJ416F21.2","6","ENSG00000112539","HGNC:21233",""
"168374","ZNF92","HEL-203|HPF12|HTF12|TF12","7","ENSG00000146757","HGNC:13168","603974"
"168391","GALNTL5","GALNACT19|GALNT15|GalNAc-T5L","7","ENSG00000106648","HGNC:21725","615133"
"168400","DDX53","CAGE|CT26","X","ENSG00000184735","HGNC:20083","301079"
"168417","ZNF679","-","7","ENSG00000197123","HGNC:28650",""
"168433","RNF133","-","7","ENSG00000188050","HGNC:21154","620556"
"168448","CDC14C","CDC14B2|CDC14Bretro","7","ENSG00000218305","HGNC:22427",""
"168451","THAP5","-","7","ENSG00000177683","HGNC:23188","612534"
"168455","CCDC71L","C7orf74","7","ENSG00000253276","HGNC:26685",""
"168507","PKD1L1","HTX8|PRO19563","7","ENSG00000158683","HGNC:18053","609721"
"168537","GIMAP7","IAN7|hIAN7","7","ENSG00000179144","HGNC:22404","616961"
"168544","ZNF467","EZI|Zfp467","7","ENSG00000181444","HGNC:23154","614040"
"168620","BHLHA15","BHLHB8|MIST1","7","ENSG00000180535","HGNC:22265","608606"
"168667","BMPER","CRIM3|CV-2|CV2","7","ENSG00000164619","HGNC:24154","608699"
"168850","ZNF800","-","7","ENSG00000048405","HGNC:27267","621007"
"168975","CNBD1","-","8","ENSG00000176571","HGNC:26663",""
"169026","SLC30A8","ZNT8|ZnT-8","8","ENSG00000164756","HGNC:20303","611145"
"169044","COL22A1","-","8","ENSG00000169436","HGNC:22989","610026"
"169166","SNX31","-","8","ENSG00000174226","HGNC:28605","619839"
"169200","TMEM64","-","8","ENSG00000180694","HGNC:25441","620429"
"169270","ZNF596","-","8","ENSG00000172748","HGNC:27268",""
"169355","IDO2","INDOL1","8","ENSG00000188676","HGNC:27269","612129"
"169436","STKLD1","C9orf96|SgK071|Sk521","9","ENSG00000198870","HGNC:28669","618530"
"169522","KCNV2","KV11.1|Kv8.2|RCD3B","9","ENSG00000168263","HGNC:19698","607604"
"169611","OLFML2A","PRO34319","9","ENSG00000185585","HGNC:27270","615899"
"169693","TMEM252","C9orf71","9","ENSG00000181778","HGNC:28537",""
"169714","QSOX2","QSCN6L1|SOXN","9","ENSG00000165661","HGNC:30249","612860"
"169792","GLIS3","NDH|ZNF515","9","ENSG00000107249","HGNC:28510","610192"
"169834","ZNF883","-","9","ENSG00000228623","HGNC:27271",""
"169841","ZNF169","-","9","ENSG00000175787","HGNC:12957","603404"
"169966","TENT5D","CT1.26|CT112|FAM46D","X","ENSG00000174016","HGNC:28399","300976"
